customer_id,partner_id,first_purchase_date,last_purchase_date,total_orders,ltv_krw,segment,payment_method
CU0094090,PT00075,2026-03-20,2026-04-19,2,1162817,Entry,Card
CU0094091,PT00021,2024-09-01,2024-09-01,1,1743131,Mid,Card
CU0094092,PT00015,2025-06-03,2025-06-03,1,1424906,Mid,Installment
CU0094093,PT00059,2026-03-06,2026-04-09,3,2973181,Mid,Card
CU0094094,PT00028,2024-12-07,2026-02-13,2,1518649,Mid,Installment
CU0094095,PT00035,2025-12-14,2025-12-14,1,544851,Entry,Card
CU0094096,PT00063,2025-07-25,2025-07-25,1,2230872,Premium,Carrier Subscription
CU0094097,PT00040,2025-01-31,2025-01-31,1,2419675,Premium,Installment
CU0094098,PT00005,2025-08-23,2025-08-23,1,629833,Entry,Installment
CU0094099,PT00063,2025-06-10,2025-06-10,1,3062583,Premium,Card
CU0094100,PT00004,2025-04-07,2025-04-07,1,3230086,Premium,Card
CU0094101,PT00047,2025-11-16,2025-11-16,1,601184,Entry,Installment
CU0094102,PT00052,2024-07-12,2024-07-12,1,1340994,Mid,Card
CU0094103,PT00060,2024-07-09,2024-07-09,1,1241051,Mid,Card
CU0094104,PT00077,2025-08-27,2026-02-02,2,2089177,Mid,Installment
CU0094105,PT00023,2025-09-05,2025-09-05,1,3627929,Premium,Installment
CU0094106,PT00008,2025-08-16,2025-08-16,1,2248737,Premium,Carrier Subscription
CU0094107,PT00061,2026-01-19,2026-01-25,5,3479869,Mid,Installment
CU0094108,PT00035,2024-08-06,2024-08-06,1,739495,Entry,Card
CU0094109,PT00030,2024-07-31,2025-01-16,3,2651233,Mid,Carrier Subscription
CU0094110,PT00067,2025-06-10,2025-11-21,2,1485759,Mid,Installment
CU0094111,PT00061,2025-06-26,2025-11-26,2,889683,Entry,Card
CU0094112,PT00040,2026-01-16,2026-01-16,1,561770,Entry,Carrier Subscription
CU0094113,PT00049,2026-04-05,2026-04-05,1,1263960,Mid,Installment
CU0094114,PT00079,2024-06-24,2024-06-24,1,1932486,Mid,Card
CU0094115,PT00014,2025-09-05,2025-09-05,1,729922,Entry,Card
CU0094116,PT00014,2026-03-18,2026-03-18,1,3551598,Premium,Card
CU0094117,PT00064,2025-09-14,2025-09-14,1,2265106,Premium,Card
CU0094118,PT00015,2024-07-20,2026-02-02,2,712170,Entry,Card
CU0094119,PT00006,2025-10-23,2025-10-23,1,826970,Entry,Installment
CU0094120,PT00038,2025-06-26,2025-09-24,2,4278905,Premium,Card
CU0094121,PT00027,2025-07-13,2025-07-13,1,1891838,Mid,Card
CU0094122,PT00004,2024-12-24,2024-12-24,1,2133362,Premium,Carrier Subscription
CU0094123,PT00064,2025-11-13,2025-11-13,1,583427,Entry,Card
CU0094124,PT00034,2025-08-28,2026-03-10,3,1773520,Mid,Card
CU0094125,PT00062,2025-12-27,2026-02-27,2,960107,Entry,Carrier Subscription
CU0094126,PT00037,2024-08-21,2024-08-21,1,1729290,Mid,Carrier Subscription
CU0094127,PT00011,2025-11-27,2025-11-27,1,588790,Entry,Installment
CU0094128,PT00024,2025-05-16,2025-05-16,1,1320750,Mid,Carrier Subscription
CU0094129,PT00055,2025-10-08,2025-10-08,1,775695,Entry,Carrier Subscription
CU0094130,PT00060,2024-07-17,2024-07-17,1,1193669,Mid,Card
CU0094131,PT00071,2024-08-21,2025-11-15,3,1702720,Mid,Installment
CU0094132,PT00030,2025-10-07,2025-10-10,5,3641607,Mid,Carrier Subscription
CU0094133,PT00070,2024-12-04,2024-12-04,1,1698315,Mid,Card
CU0094134,PT00006,2024-08-31,2024-08-31,1,1935790,Mid,Installment
CU0094135,PT00077,2024-12-09,2024-12-09,1,561216,Entry,Card
CU0094136,PT00020,2024-05-14,2025-06-24,10,1766540,Entry,Installment
CU0094137,PT00048,2026-02-05,2026-02-05,1,1448964,Mid,Installment
CU0094138,PT00061,2024-09-13,2025-10-04,3,2735809,Mid,Card
CU0094139,PT00025,2024-12-08,2025-09-30,5,3656302,Mid,Carrier Subscription
CU0094140,PT00052,2024-07-21,2024-07-21,1,1929951,Mid,Card
CU0094141,PT00038,2025-08-18,2025-08-18,1,560010,Entry,Carrier Subscription
CU0094142,PT00078,2025-06-15,2025-06-15,1,621643,Entry,Card
CU0094143,PT00022,2024-08-03,2024-08-03,1,1115386,Mid,Card
CU0094144,PT00046,2025-03-26,2025-11-22,2,1589559,Mid,Installment
CU0094145,PT00001,2024-12-18,2024-12-18,1,1702599,Mid,Installment
CU0094146,PT00040,2024-10-29,2025-04-07,5,3042886,Mid,Installment
CU0094147,PT00015,2025-09-09,2025-09-09,1,523210,Entry,Card
CU0094148,PT00013,2025-05-03,2025-05-03,1,1160071,Mid,Card
CU0094149,PT00044,2024-10-04,2024-10-04,1,3504564,Premium,Card
CU0094150,PT00069,2024-05-19,2025-09-02,2,2151607,Mid,Card
CU0094151,PT00030,2024-06-08,2024-07-03,2,3728500,Premium,Card
CU0094152,PT00038,2025-08-02,2025-08-02,1,1469327,Mid,Carrier Subscription
CU0094153,PT00077,2024-05-25,2024-05-25,1,2752958,Premium,Card
CU0094154,PT00015,2025-03-07,2025-07-20,5,2267917,Mid,Card
CU0094155,PT00056,2025-08-24,2025-08-24,1,1547483,Mid,Card
CU0094156,PT00066,2025-08-09,2025-09-10,2,4586824,Premium,Card
CU0094157,PT00077,2026-02-28,2026-02-28,1,1061686,Mid,Card
CU0094158,PT00023,2025-11-20,2025-11-20,1,1424940,Mid,Installment
CU0094159,PT00079,2024-10-23,2024-10-23,1,541100,Entry,Card
CU0094160,PT00047,2025-08-16,2025-08-16,1,754065,Entry,Card
CU0094161,PT00047,2024-06-06,2024-12-24,3,5336898,Premium,Card
CU0094162,PT00041,2024-07-17,2024-07-17,1,1106164,Mid,Card
CU0094163,PT00028,2024-05-11,2025-09-24,5,3018637,Mid,Card
CU0094164,PT00035,2026-03-25,2026-04-07,5,3106158,Mid,Installment
CU0094165,PT00076,2026-04-02,2026-04-02,1,1532937,Mid,Card
CU0094166,PT00014,2026-02-23,2026-02-23,1,1932779,Mid,Installment
CU0094167,PT00056,2026-04-10,2026-04-11,2,1971368,Mid,Card
CU0094168,PT00015,2025-02-28,2025-08-27,2,1932915,Mid,Installment
CU0094169,PT00008,2024-10-16,2024-10-16,1,905797,Entry,Installment
CU0094170,PT00027,2024-07-27,2024-07-27,1,813488,Entry,Installment
CU0094171,PT00024,2024-12-05,2024-12-05,1,1329367,Mid,Card
CU0094172,PT00042,2025-04-28,2026-03-09,2,4671094,Premium,Installment
CU0094173,PT00037,2025-03-03,2025-03-03,1,1641368,Mid,Installment
CU0094174,PT00067,2025-05-21,2025-05-21,1,1564261,Mid,Card
CU0094175,PT00047,2024-10-05,2024-10-05,1,2290559,Premium,Installment
CU0094176,PT00042,2024-05-16,2024-05-16,1,1262989,Mid,Installment
CU0094177,PT00063,2024-06-08,2025-12-19,10,5988257,Premium,Installment
CU0094178,PT00052,2025-08-19,2025-09-28,2,4037354,Premium,Carrier Subscription
CU0094179,PT00036,2025-03-12,2025-10-23,2,1552647,Mid,Card
CU0094180,PT00025,2026-04-28,2026-04-29,3,1005145,Entry,Installment
CU0094181,PT00021,2024-06-27,2026-04-27,2,2548807,Mid,Card
CU0094182,PT00049,2025-08-23,2025-08-23,1,1884828,Mid,Installment
CU0094183,PT00056,2025-11-10,2026-04-07,2,2424051,Mid,Card
CU0094184,PT00033,2024-06-27,2024-06-27,1,773860,Entry,Card
CU0094185,PT00053,2024-12-30,2026-03-11,3,1770605,Mid,Card
CU0094186,PT00026,2025-10-21,2025-12-29,2,1571881,Mid,Card
CU0094187,PT00028,2024-10-12,2024-11-11,2,878745,Entry,Installment
CU0094188,PT00062,2025-06-08,2025-06-08,1,1867015,Mid,Card
CU0094189,PT00018,2025-08-27,2025-08-27,1,1500712,Mid,Card
CU0094190,PT00051,2025-03-22,2026-03-18,2,2632954,Premium,Card
CU0094191,PT00013,2024-11-11,2025-09-10,10,4500044,Mid,Installment
CU0094192,PT00037,2024-11-05,2024-11-05,1,1388848,Mid,Installment
CU0094193,PT00003,2024-06-30,2024-06-30,1,514379,Entry,Card
CU0094194,PT00061,2026-01-15,2026-03-12,2,818399,Entry,Installment
CU0094195,PT00078,2025-01-22,2025-05-22,3,2274753,Mid,Card
CU0094196,PT00025,2026-01-26,2026-03-29,5,1087557,Entry,Card
CU0094197,PT00076,2025-10-18,2025-11-25,2,2530146,Mid,Carrier Subscription
CU0094198,PT00011,2025-11-16,2026-02-07,2,671236,Entry,Carrier Subscription
CU0094199,PT00022,2024-08-08,2024-10-28,2,3362387,Premium,Card
CU0094200,PT00003,2025-08-15,2025-08-18,3,2456926,Mid,Card
CU0094201,PT00008,2024-09-25,2025-08-09,3,4543261,Premium,Card
CU0094202,PT00050,2024-06-27,2026-01-04,2,2788576,Premium,Installment
CU0094203,PT00050,2025-02-26,2025-11-13,2,2378724,Mid,Installment
CU0094204,PT00028,2024-11-25,2024-11-25,1,594860,Entry,Card
CU0094205,PT00068,2024-10-22,2025-11-20,2,1192498,Entry,Carrier Subscription
CU0094206,PT00054,2024-12-16,2024-12-16,1,834315,Entry,Card
CU0094207,PT00006,2024-11-13,2025-02-14,2,1012620,Entry,Installment
CU0094208,PT00043,2025-09-15,2025-09-15,1,1250600,Mid,Installment
CU0094209,PT00016,2024-08-09,2024-08-09,1,3540967,Premium,Card
CU0094210,PT00041,2025-04-04,2025-09-25,3,1298041,Entry,Carrier Subscription
CU0094211,PT00038,2024-09-04,2024-09-04,1,556387,Entry,Installment
CU0094212,PT00063,2025-09-13,2025-09-13,1,1920146,Mid,Carrier Subscription
CU0094213,PT00074,2025-12-24,2026-04-28,10,3404599,Mid,Card
CU0094214,PT00079,2025-03-21,2025-08-09,2,681435,Entry,Carrier Subscription
CU0094215,PT00071,2024-10-27,2025-11-02,3,2514486,Mid,Carrier Subscription
CU0094216,PT00055,2025-08-30,2026-02-07,3,1325806,Entry,Card
CU0094217,PT00071,2024-10-07,2025-05-04,5,2856440,Mid,Card
CU0094218,PT00028,2025-01-09,2026-03-22,2,1902125,Mid,Card
CU0094219,PT00032,2025-02-27,2025-07-03,3,2217003,Mid,Card
CU0094220,PT00076,2026-02-11,2026-03-25,2,1480287,Mid,Card
CU0094221,PT00040,2024-10-06,2024-10-06,1,1374796,Mid,Card
CU0094222,PT00053,2026-03-26,2026-04-12,2,1586429,Mid,Card
CU0094223,PT00025,2026-02-21,2026-02-21,1,1679001,Mid,Installment
CU0094224,PT00064,2025-08-31,2025-11-19,2,2382971,Mid,Card
CU0094225,PT00079,2025-01-14,2025-04-21,2,699263,Entry,Card
CU0094226,PT00076,2025-10-28,2026-04-07,2,1420482,Mid,Card
CU0094227,PT00005,2025-09-28,2025-12-02,3,4068380,Premium,Installment
CU0094228,PT00037,2025-04-20,2025-04-20,1,1351738,Mid,Installment
CU0094229,PT00012,2025-10-29,2026-01-25,2,1986271,Mid,Installment
CU0094230,PT00019,2024-11-20,2024-11-20,1,1361940,Mid,Card
CU0094231,PT00016,2026-03-09,2026-03-09,1,2711323,Premium,Carrier Subscription
CU0094232,PT00001,2025-06-13,2025-06-27,2,2310167,Mid,Card
CU0094233,PT00064,2025-05-12,2025-05-12,1,1369369,Mid,Card
CU0094234,PT00001,2025-03-27,2025-03-27,1,1932587,Mid,Card
CU0094235,PT00078,2025-03-04,2026-01-18,2,653830,Entry,Card
CU0094236,PT00048,2026-04-05,2026-04-05,1,1639382,Mid,Card
CU0094237,PT00056,2025-12-17,2025-12-26,3,1396101,Entry,Installment
CU0094238,PT00030,2026-04-21,2026-04-21,1,1259951,Mid,Card
CU0094239,PT00018,2026-03-19,2026-03-19,1,1382204,Mid,Installment
CU0094240,PT00047,2025-12-19,2025-12-19,1,1657890,Mid,Card
CU0094241,PT00075,2026-03-17,2026-03-17,1,1097842,Mid,Installment
CU0094242,PT00055,2025-07-14,2025-12-19,3,1703092,Mid,Carrier Subscription
CU0094243,PT00050,2025-01-04,2025-08-29,2,809945,Entry,Card
CU0094244,PT00016,2025-01-31,2026-04-21,5,2043053,Mid,Card
CU0094245,PT00056,2024-09-06,2024-09-06,1,1563035,Mid,Carrier Subscription
CU0094246,PT00048,2025-09-07,2025-09-07,1,1775762,Mid,Card
CU0094247,PT00002,2026-03-13,2026-03-13,1,1336442,Mid,Installment
CU0094248,PT00003,2025-08-30,2025-08-30,1,2762900,Premium,Card
CU0094249,PT00015,2025-01-03,2025-07-29,2,2440084,Mid,Carrier Subscription
CU0094250,PT00043,2024-12-07,2026-02-27,2,1178605,Entry,Card
CU0094251,PT00047,2025-01-18,2025-03-12,2,2218896,Mid,Card
CU0094252,PT00049,2025-04-17,2025-04-17,1,500726,Entry,Installment
CU0094253,PT00056,2025-03-31,2025-03-31,1,779530,Entry,Carrier Subscription
CU0094254,PT00054,2024-12-17,2025-04-25,2,672995,Entry,Card
CU0094255,PT00055,2024-12-18,2026-03-20,10,4226456,Mid,Card
CU0094256,PT00045,2024-11-03,2025-03-24,2,977143,Entry,Card
CU0094257,PT00052,2025-05-09,2025-05-09,1,813394,Entry,Installment
CU0094258,PT00028,2024-11-03,2026-01-06,3,1160584,Entry,Carrier Subscription
CU0094259,PT00036,2024-11-16,2026-01-02,3,1747017,Mid,Card
CU0094260,PT00020,2026-03-25,2026-04-20,3,785313,Entry,Installment
CU0094261,PT00080,2026-01-16,2026-01-16,1,606108,Entry,Card
CU0094262,PT00019,2025-05-04,2025-10-13,3,5242295,Premium,Card
CU0094263,PT00064,2024-06-27,2024-07-02,3,2133008,Mid,Card
CU0094264,PT00003,2026-03-02,2026-03-07,2,2244911,Mid,Card
CU0094265,PT00004,2025-09-23,2025-09-23,1,674878,Entry,Card
CU0094266,PT00058,2026-04-13,2026-04-13,1,820314,Entry,Card
CU0094267,PT00033,2025-01-01,2026-04-29,2,1775892,Mid,Card
CU0094268,PT00033,2024-11-11,2026-01-02,2,860000,Entry,Installment
CU0094269,PT00012,2026-02-07,2026-02-07,1,1612049,Mid,Card
CU0094270,PT00007,2024-08-19,2024-08-19,1,1103838,Mid,Carrier Subscription
CU0094271,PT00018,2026-03-21,2026-04-12,3,4213946,Premium,Card
CU0094272,PT00027,2026-04-23,2026-04-23,1,1392420,Mid,Installment
CU0094273,PT00029,2024-06-02,2026-01-16,2,2489134,Mid,Card
CU0094274,PT00032,2025-03-21,2025-03-21,1,3059233,Premium,Card
CU0094275,PT00055,2025-08-07,2025-08-22,2,1998620,Mid,Carrier Subscription
CU0094276,PT00077,2026-03-14,2026-03-14,1,674558,Entry,Card
CU0094277,PT00038,2025-07-04,2025-12-29,3,4754503,Premium,Card
CU0094278,PT00037,2025-09-20,2025-09-20,1,1925189,Mid,Card
CU0094279,PT00012,2024-07-26,2025-01-06,2,3046720,Premium,Installment
CU0094280,PT00022,2024-07-09,2024-07-09,1,2243118,Premium,Installment
CU0094281,PT00021,2025-11-28,2026-03-27,5,2452377,Mid,Card
CU0094282,PT00053,2025-04-24,2025-06-23,3,2570972,Mid,Installment
CU0094283,PT00038,2026-04-05,2026-04-29,2,1174715,Entry,Installment
CU0094284,PT00046,2025-01-24,2025-01-24,1,1687596,Mid,Installment
CU0094285,PT00018,2025-06-02,2025-06-23,2,1182173,Entry,Card
CU0094286,PT00062,2024-08-27,2024-08-27,3,2733915,Mid,Card
CU0094287,PT00026,2025-06-08,2025-06-08,1,1167039,Mid,Card
CU0094288,PT00022,2024-09-01,2024-10-07,3,3844369,Premium,Card
CU0094289,PT00032,2026-04-13,2026-04-29,3,5435034,Premium,Carrier Subscription
CU0094290,PT00044,2025-09-25,2025-09-25,1,3165279,Premium,Installment
CU0094291,PT00078,2025-10-01,2026-03-06,5,2780244,Mid,Card
CU0094292,PT00015,2024-12-14,2024-12-14,1,1941971,Mid,Installment
CU0094293,PT00051,2025-02-25,2025-02-25,1,490321,Entry,Carrier Subscription
CU0094294,PT00025,2026-04-20,2026-04-20,2,1048913,Entry,Carrier Subscription
CU0094295,PT00061,2026-04-25,2026-04-25,1,1101381,Mid,Card
CU0094296,PT00034,2025-12-10,2025-12-10,1,1485439,Mid,Carrier Subscription
CU0094297,PT00042,2024-08-09,2024-08-09,1,1283171,Mid,Card
CU0094298,PT00038,2025-06-14,2025-06-14,1,1161233,Mid,Card
CU0094299,PT00068,2026-03-31,2026-03-31,1,768540,Entry,Card
CU0094300,PT00015,2025-06-07,2026-02-26,2,758244,Entry,Card
CU0094301,PT00028,2025-09-02,2025-11-17,3,1320589,Entry,Installment
CU0094302,PT00009,2025-03-14,2025-03-14,1,3474928,Premium,Card
CU0094303,PT00001,2025-06-06,2025-06-06,1,2716475,Premium,Card
CU0094304,PT00050,2025-02-05,2026-02-16,3,4145637,Premium,Card
CU0094305,PT00080,2025-06-19,2025-11-25,3,1006164,Entry,Card
CU0094306,PT00079,2024-05-30,2024-05-30,1,1853331,Mid,Installment
CU0094307,PT00020,2025-11-14,2025-12-01,3,4170092,Premium,Card
CU0094308,PT00038,2025-01-25,2025-01-25,1,753584,Entry,Card
CU0094309,PT00021,2026-01-26,2026-01-26,1,1602417,Mid,Carrier Subscription
CU0094310,PT00018,2025-12-08,2025-12-08,1,872897,Entry,Installment
CU0094311,PT00066,2025-06-11,2025-06-11,1,781801,Entry,Installment
CU0094312,PT00022,2024-05-07,2024-11-21,2,757736,Entry,Carrier Subscription
CU0094313,PT00022,2024-11-06,2026-03-03,2,847257,Entry,Card
CU0094314,PT00002,2024-10-15,2024-10-15,1,3621589,Premium,Card
CU0094315,PT00068,2025-12-05,2026-04-02,2,2093769,Mid,Card
CU0094316,PT00065,2025-12-25,2025-12-25,1,1098899,Mid,Installment
CU0094317,PT00040,2026-04-03,2026-04-28,3,1750023,Mid,Card
CU0094318,PT00048,2026-04-14,2026-04-14,1,1373761,Mid,Card
CU0094319,PT00039,2025-07-02,2026-03-23,2,931337,Entry,Card
CU0094320,PT00044,2026-03-11,2026-03-11,1,1890333,Mid,Installment
CU0094321,PT00005,2024-07-04,2024-07-04,1,598112,Entry,Card
CU0094322,PT00005,2025-09-19,2026-04-05,2,727296,Entry,Carrier Subscription
CU0094323,PT00001,2025-03-31,2025-03-31,1,1101351,Mid,Installment
CU0094324,PT00014,2026-04-20,2026-04-27,2,3581620,Premium,Card
CU0094325,PT00022,2025-03-21,2025-03-21,1,725258,Entry,Installment
CU0094326,PT00061,2025-04-30,2025-04-30,1,641263,Entry,Card
CU0094327,PT00069,2025-01-15,2025-01-15,1,1645589,Mid,Installment
CU0094328,PT00006,2026-01-28,2026-01-28,1,493950,Entry,Installment
CU0094329,PT00015,2024-05-05,2024-12-22,2,1101766,Entry,Card
CU0094330,PT00047,2024-12-19,2025-11-11,3,2851144,Mid,Installment
CU0094331,PT00031,2024-11-26,2024-11-26,1,3565200,Premium,Card
CU0094332,PT00018,2025-09-04,2025-09-04,1,1277621,Mid,Card
CU0094333,PT00054,2025-10-17,2026-01-06,2,1721467,Mid,Card
CU0094334,PT00075,2025-11-02,2025-11-11,2,3439641,Premium,Installment
CU0094335,PT00035,2025-05-19,2025-05-19,1,1564966,Mid,Card
CU0094336,PT00046,2025-05-22,2025-05-22,1,1464589,Mid,Card
CU0094337,PT00004,2024-09-19,2024-10-25,3,2085608,Mid,Installment
CU0094338,PT00023,2025-04-28,2026-01-10,2,657144,Entry,Card
CU0094339,PT00042,2025-06-03,2025-06-03,1,527639,Entry,Card
CU0094340,PT00016,2024-06-06,2024-06-06,1,1366662,Mid,Card
CU0094341,PT00068,2026-04-11,2026-04-11,1,1769766,Mid,Carrier Subscription
CU0094342,PT00032,2025-12-13,2025-12-13,1,1094538,Mid,Installment
CU0094343,PT00038,2024-09-23,2024-09-23,1,1118231,Mid,Carrier Subscription
CU0094344,PT00031,2025-06-28,2025-08-28,3,2262159,Mid,Installment
CU0094345,PT00059,2025-10-23,2025-10-23,1,1568623,Mid,Installment
CU0094346,PT00052,2025-04-22,2026-02-02,5,1212229,Entry,Installment
CU0094347,PT00029,2024-10-22,2024-10-22,1,1256897,Mid,Card
CU0094348,PT00079,2025-07-15,2025-07-15,1,3165792,Premium,Card
CU0094349,PT00032,2025-06-18,2025-07-05,2,1681029,Mid,Card
CU0094350,PT00023,2025-07-24,2025-07-24,1,769237,Entry,Card
CU0094351,PT00065,2025-12-26,2026-04-23,5,1329699,Entry,Carrier Subscription
CU0094352,PT00058,2026-04-02,2026-04-02,1,1062381,Mid,Installment
CU0094353,PT00064,2025-12-15,2025-12-15,1,1669968,Mid,Card
CU0094354,PT00053,2025-06-20,2025-06-20,1,2259709,Premium,Installment
CU0094355,PT00052,2025-11-28,2025-11-28,1,1937805,Mid,Card
CU0094356,PT00034,2025-06-02,2025-06-02,1,1209405,Mid,Installment
CU0094357,PT00075,2025-12-16,2025-12-16,1,1891041,Mid,Card
CU0094358,PT00010,2025-10-03,2025-10-03,1,705067,Entry,Card
CU0094359,PT00040,2025-07-23,2025-11-29,2,1041219,Entry,Card
CU0094360,PT00066,2024-10-23,2024-10-23,1,1233729,Mid,Card
CU0094361,PT00066,2025-05-08,2025-05-08,1,1461019,Mid,Card
CU0094362,PT00074,2025-04-21,2025-04-21,1,895653,Entry,Card
CU0094363,PT00070,2024-12-27,2025-12-08,2,836794,Entry,Carrier Subscription
CU0094364,PT00035,2025-11-05,2026-01-19,2,843813,Entry,Carrier Subscription
CU0094365,PT00042,2025-08-28,2025-08-28,1,1051009,Mid,Card
CU0094366,PT00050,2024-10-08,2024-10-08,1,1458010,Mid,Card
CU0094367,PT00053,2024-05-20,2024-12-29,2,951939,Entry,Card
CU0094368,PT00027,2026-03-23,2026-04-29,2,1686256,Mid,Carrier Subscription
CU0094369,PT00080,2025-11-01,2026-01-05,2,2239344,Mid,Installment
CU0094370,PT00080,2026-01-27,2026-01-27,1,3016478,Premium,Card
CU0094371,PT00003,2024-06-25,2024-07-23,5,2809324,Mid,Card
CU0094372,PT00030,2025-11-04,2025-11-04,1,2355847,Premium,Card
CU0094373,PT00070,2025-02-06,2026-03-29,2,1128709,Entry,Installment
CU0094374,PT00022,2026-03-17,2026-03-17,1,1546607,Mid,Card
CU0094375,PT00023,2025-11-06,2025-12-18,10,4808223,Mid,Installment
CU0094376,PT00069,2025-05-14,2025-05-14,1,1409770,Mid,Carrier Subscription
CU0094377,PT00043,2025-07-02,2025-10-30,5,6370705,Premium,Carrier Subscription
CU0094378,PT00067,2025-08-10,2026-02-25,2,3031425,Premium,Card
CU0094379,PT00025,2025-03-30,2025-04-30,2,2438700,Mid,Installment
CU0094380,PT00076,2024-06-17,2024-06-17,1,1341368,Mid,Card
CU0094381,PT00053,2025-02-16,2025-10-06,2,1997773,Mid,Card
CU0094382,PT00039,2024-08-17,2024-08-17,1,647819,Entry,Card
CU0094383,PT00046,2025-02-04,2025-02-04,1,3520657,Premium,Installment
CU0094384,PT00034,2024-06-25,2024-06-25,1,789102,Entry,Card
CU0094385,PT00075,2025-06-17,2025-06-17,1,2321539,Premium,Card
CU0094386,PT00071,2025-06-03,2025-06-03,1,2495335,Premium,Installment
CU0094387,PT00002,2025-04-04,2025-04-04,1,1695531,Mid,Installment
CU0094388,PT00019,2025-09-16,2026-04-05,5,1025108,Entry,Card
CU0094389,PT00038,2025-08-19,2025-08-19,1,706862,Entry,Card
CU0094390,PT00019,2024-06-09,2026-02-25,2,2946813,Premium,Card
CU0094391,PT00017,2025-10-13,2025-10-13,1,839239,Entry,Carrier Subscription
CU0094392,PT00015,2025-01-27,2025-01-27,1,1214351,Mid,Card
CU0094393,PT00008,2025-01-28,2025-01-28,1,2661501,Premium,Card
CU0094394,PT00026,2024-05-14,2025-05-30,10,3741082,Mid,Installment
CU0094395,PT00023,2025-05-01,2025-11-15,2,2370449,Mid,Card
CU0094396,PT00072,2025-06-24,2025-10-03,3,2706782,Mid,Card
CU0094397,PT00001,2024-10-24,2024-10-24,1,758955,Entry,Installment
CU0094398,PT00052,2025-07-25,2025-07-25,1,1320219,Mid,Installment
CU0094399,PT00029,2025-07-19,2025-12-09,3,2947119,Mid,Card
CU0094400,PT00012,2025-09-21,2025-09-21,1,1704918,Mid,Carrier Subscription
CU0094401,PT00001,2025-12-14,2025-12-14,1,2638235,Premium,Installment
CU0094402,PT00076,2025-09-25,2025-10-03,2,1170515,Entry,Card
CU0094403,PT00025,2025-11-23,2025-11-23,1,1396686,Mid,Card
CU0094404,PT00075,2025-12-07,2026-04-03,2,1398109,Mid,Installment
CU0094405,PT00024,2026-03-17,2026-03-21,3,1700882,Mid,Card
CU0094406,PT00049,2025-06-18,2025-07-18,2,3060121,Premium,Card
CU0094407,PT00016,2024-12-11,2026-04-01,3,770806,Entry,Card
CU0094408,PT00016,2025-11-20,2026-04-07,2,1640894,Mid,Installment
CU0094409,PT00012,2025-12-21,2025-12-21,1,600006,Entry,Installment
CU0094410,PT00069,2026-04-04,2026-04-04,1,754832,Entry,Card
CU0094411,PT00019,2025-06-15,2026-02-25,5,3207138,Mid,Carrier Subscription
CU0094412,PT00002,2024-10-14,2025-06-26,2,1027133,Entry,Carrier Subscription
CU0094413,PT00080,2024-06-04,2024-06-04,1,3121898,Premium,Card
CU0094414,PT00020,2026-02-11,2026-02-11,1,1917433,Mid,Card
CU0094415,PT00042,2025-12-20,2026-01-21,2,4630818,Premium,Installment
CU0094416,PT00049,2025-03-26,2025-03-26,1,1193381,Mid,Installment
CU0094417,PT00061,2025-12-19,2026-02-25,3,1132634,Entry,Card
CU0094418,PT00061,2024-08-28,2024-08-28,1,2100896,Premium,Card
CU0094419,PT00027,2026-03-17,2026-03-17,1,3612652,Premium,Card
CU0094420,PT00001,2025-06-16,2025-06-16,1,1396183,Mid,Card
CU0094421,PT00020,2026-03-08,2026-03-08,1,1664425,Mid,Card
CU0094422,PT00051,2025-05-07,2025-12-15,10,4623892,Mid,Carrier Subscription
CU0094423,PT00063,2026-04-07,2026-04-07,1,2457095,Premium,Card
CU0094424,PT00062,2024-05-28,2024-05-28,1,1111627,Mid,Card
CU0094425,PT00043,2026-03-12,2026-03-12,1,1098060,Mid,Card
CU0094426,PT00056,2025-01-05,2026-04-26,3,3720984,Premium,Installment
CU0094427,PT00066,2025-04-14,2025-07-09,5,2502195,Mid,Card
CU0094428,PT00036,2024-05-04,2025-12-02,5,3223487,Mid,Installment
CU0094429,PT00017,2025-10-02,2026-03-24,3,1896794,Mid,Installment
CU0094430,PT00073,2025-12-03,2026-02-26,2,1036611,Entry,Installment
CU0094431,PT00078,2025-05-14,2025-12-17,2,4622116,Premium,Card
CU0094432,PT00053,2024-07-25,2024-07-25,1,634514,Entry,Card
CU0094433,PT00014,2024-06-07,2025-07-25,2,2128693,Mid,Card
CU0094434,PT00076,2025-11-29,2026-03-15,3,800106,Entry,Card
CU0094435,PT00068,2024-07-22,2024-07-22,1,857494,Entry,Card
CU0094436,PT00069,2024-11-07,2024-11-07,1,2943807,Premium,Carrier Subscription
CU0094437,PT00050,2024-06-01,2024-06-01,1,542625,Entry,Installment
CU0094438,PT00025,2025-02-13,2026-01-19,10,4487146,Mid,Carrier Subscription
CU0094439,PT00028,2025-01-20,2025-01-20,1,1948416,Mid,Installment
CU0094440,PT00046,2026-03-11,2026-04-06,2,982745,Entry,Carrier Subscription
CU0094441,PT00032,2024-07-18,2024-08-02,3,2069467,Mid,Carrier Subscription
CU0094442,PT00034,2024-05-08,2024-05-08,1,2863356,Premium,Card
CU0094443,PT00024,2024-10-04,2024-12-19,3,2889981,Mid,Installment
CU0094444,PT00032,2025-03-17,2025-03-17,1,808864,Entry,Carrier Subscription
CU0094445,PT00051,2025-07-29,2025-07-29,1,1773175,Mid,Carrier Subscription
CU0094446,PT00079,2025-08-14,2025-08-14,1,1540707,Mid,Installment
